F:init_audioCodecThread: at 0x8000e784: refcount: 1: lib : multiboot/multiboot_api.c: size : 64 : CLOC : 11: complexity: 1
F:FUN_8000e7c4: at 0x8000e7c4: refcount: 1: lib : multiboot/multiboot_api.c: size : 236 : CLOC : 41: complexity: 9
F:FUN_8000e8b0: at 0x8000e8b0: refcount: 2: lib : multiboot/multiboot_api.c: size : 208 : CLOC : 29: complexity: 5
F:appFastBootInit: at 0x8000e980: refcount: 1: lib : multiboot/multiboot_api.c: size : 8 : CLOC : 9: complexity: 0
F:FUN_8000e988: at 0x8000e988: refcount: 1: lib : multiboot/multiboot_api.c: size : 92 : CLOC : 19: complexity: 2
F:devDispEnum: at 0x8000e9e4: refcount: 1: lib : multiboot/multiboot_api.c: size : 88 : CLOC : 13: complexity: 1
F:FUN_8000ea54: at 0x8000ea54: refcount: 2: lib : multiboot/multiboot_api.c: size : 8 : CLOC : 7: complexity: 1
F:devDiskEnumBoot: at 0x8000ea5c: refcount: 1: lib : multiboot/multiboot_api.c: size : 40 : CLOC : 9: complexity: 1
F:devDiskEnumMedia: at 0x8000ea84: refcount: 1: lib : multiboot/multiboot_api.c: size : 208 : CLOC : 26: complexity: 1
F:devFrontEnum: at 0x8000eb54: refcount: 1: lib : multiboot/multiboot_api.c: size : 124 : CLOC : 19: complexity: 3
F:devInitPrimary: at 0x8000eba0: refcount: 1: lib : multiboot/multiboot_api.c: size : 748 : CLOC : 70: complexity: 5
F:devAudioEnum: at 0x8000ee8c: refcount: 1: lib : multiboot/multiboot_api.c: size : 68 : CLOC : 8: complexity: 1
F:devKeyBtnEnum: at 0x8000eed0: refcount: 1: lib : multiboot/multiboot_api.c: size : 48 : CLOC : 14: complexity: 3
F:devUsbEnum: at 0x8000ef00: refcount: 1: lib : multiboot/multiboot_api.c: size : 64 : CLOC : 16: complexity: 1
F:devInitSecondary: at 0x8000ef40: refcount: 1: lib : multiboot/multiboot_api.c: size : 392 : CLOC : 40: complexity: 2
F:get_cli_command_mode: at 0x8000f0d0: refcount: 1: lib : multiboot/multiboot_api.c: size : 8 : CLOC : 9: complexity: 1
F:rtc_wakeup_irq: at 0x8000f0d8: refcount: 0: lib : multiboot/multiboot_api.c: size : 76 : CLOC : 11: complexity: 1
F:rsvBufInit: at 0x8000f12c: refcount: 1: lib : multiboot/multiboot_api.c: size : 284 : CLOC : 39: complexity: 3
F:FUN_8000f248: at 0x8000f248: refcount: 1: lib : multiboot/multiboot_api.c: size : 40 : CLOC : 8: complexity: 1
F:FUN_8000f290: at 0x8000f290: refcount: 13: lib : multiboot/multiboot_api.c: size : 448 : CLOC : 84: complexity: 10
F:FUN_8000f474: at 0x8000f474: refcount: 1: lib : multiboot/multiboot_api.c: size : 32 : CLOC : 11: complexity: 1
F:FUN_8000f494: at 0x8000f494: refcount: 3: lib : multiboot/multiboot_api.c: size : 180 : CLOC : 40: complexity: 2
F:FUN_8000f548: at 0x8000f548: refcount: 2: lib : multiboot/multiboot_api.c: size : 40 : CLOC : 11: complexity: 1
